SampleID,CM1,ADT-1,ADT-2,PAL-1,PAL-2,PAL-3,PAL-4,PAL-5,GS2,NADH-GOGAT,C4H,4CL-1,4CL-2,4CL-3,HCT-1,HCT-2,HCT-3,HCT-4,C3H-1,C3H-2,C3H-3,CPR,CCoAOMT-1,CCoAOMT-2,CCoAOMT-3,CCoAOMT-4,CCoAOMT-5,SAMSyn-1,SAMSyn-2,SAMSyn-3,SAMSyn-4,ALS-1,ALS-2,IPMI,BCAT-1,BCAT-2,BCKDH-E1a-1,BCKDH-E1a-2,BCKDH-E1a-3,BCKDH-E1a-4,BCKDH-E3-1,BCKDH-E3-2,BCKDH-E3-3,PDH-E1a,PDH-E1b,PDH-E3,BCCP,KasI-1,KasI-2,KasI-3,KasI-4,KasI-5,KasIII,KR-1,KR-2,DH,ENR,ACL-1,ACL-2,ACS1-1,ACS1-2,ACS2,FatA,CS-1,CS-2,CS-3,CS-4,CS-5,CS-6,CS-7,MYB108,MYB31p-1,MYB31p-2,MYB37,MYB48,Capsaicinoids content (mg/kg DW)
pep124,1.312987316,0.864030844,0.511303024,0.883611275,0.884743012,0.95139843,0.891379629,0.881958433,1.003215006,1.016063552,1.006785832,0.941312654,0.85077827,1.05455639,0.854986129,0.738663976,0.763578264,0.710120325,0.70016999,1.211945911,1.173253354,0.891619521,0.999917358,1.121242799,0.896945343,1.231573402,1.073989902,0.885409887,1.002401211,0.90628734,0.799770898,0.952494585,1.16337074,0.936113091,1.031436124,0.822836069,0.953609105,0.919535322,1.365993019,0.927340406,1.075865417,0.835116451,0.966159221,1.055422984,0.915470939,1.044454545,1.085835265,1.200651495,0.971147588,1.083070199,0.913868601,1.275844298,1.141819526,1.056562756,1.154130898,0.945906176,0.93920643,0.884732682,1.032839891,0.934313331,1.154245679,1.02148579,1.04635646,0.975986741,1.004388064,1.066725434,1.500952105,1.179589246,1.150320181,0.728985672,1.047943877,0.7657568,0.933252757,0.983547342,0.806703649,0
pep125,0.95662176,0.415728392,0.0,0.948541627,0.694948316,0.750975628,0.647771916,0.776476545,0.935477521,0.739150697,1.151096344,0.948702898,0.941590389,0.833840269,0.807487937,0.770558151,0.689569467,0.846141897,0.694182281,1.238439802,1.19441055,0.868423331,0.772602493,0.892022203,0.813765633,0.958395737,1.003405656,0.852767036,1.953236263,0.54411048,0.563587465,0.706833724,0.58065132,0.528141131,0.94566603,0.94734277,0.803664875,1.091930184,1.011515434,0.742510106,0.65094871,0.574036853,0.759298852,0.736266799,0.962978906,0.987314168,0.92733454,0.806305681,0.633106962,0.940788779,0.831762723,0.89969323,0.999978655,0.968192927,1.021355314,0.975878184,0.772126982,1.037806103,1.001924575,0.653472121,0.68872161,0.721447688,0.980680728,0.913014658,0.0,1.083433831,1.123000867,0.986503072,0.974067447,0.82863099,1.115540915,0.796928269,0.936784287,0.844546978,1.071363436,0
pep149,1.166990692,0.591390391,0.595395999,0.913520095,0.766149707,0.786156108,0.77433518,0.83138292,0.876211107,0.978780641,0.879821507,0.99493405,0.614370532,0.971929992,0.670205314,0.607726029,0.889931767,0.716294294,0.784527442,1.476847312,1.441984741,0.935262221,0.803119295,1.064080618,0.998765403,1.265553479,0.828362484,0.789153765,0.849040852,0.868443621,0.927536876,0.621888592,1.094453537,1.200235986,0.878171201,0.741857522,1.037299876,0.849931494,1.30513121,1.08701634,0.918018858,0.822680375,0.658726064,0.827759992,1.135079081,1.122885723,1.213629773,0.810752387,0.834864621,1.248993473,1.071392533,1.549385606,1.205850898,1.305199546,1.324504367,0.999413452,1.035281697,1.026658876,1.204655025,0.893002315,1.101588918,0.774815807,1.100816725,1.022443706,0.0,1.205475052,1.321326759,1.218880229,1.080440173,0.992365769,0.710154336,0.748080622,0.971707902,0.875482193,0.759707933,0
pep91,1.11984094,0.676387854,0.769514422,1.207927107,0.875442561,0.861083773,0.96398219,0.858704346,0.91809287,0.929180256,1.084647832,0.963202336,0.922203923,1.250751824,0.972784827,0.847240736,1.038529289,0.709963947,0.88985118,0.98813276,1.095927067,0.96876347,0.953953712,1.206185516,0.704970886,1.174346031,1.070401164,0.699773518,0.791385226,0.917542238,0.587337458,0.832924304,0.699915537,0.623873509,0.697443921,0.916575518,0.751296228,0.959616999,1.351691885,0.865600949,1.130993106,0.811997797,0.91809287,0.865673204,0.903235773,1.058429279,1.255403543,0.935441515,1.053578236,0.866709687,0.922804386,1.353286476,1.104769569,0.902707565,1.013907818,1.010516822,1.142827956,0.940053369,1.008959605,1.061847682,1.241298894,1.044920109,0.824453043,0.980815085,0.920021328,1.607553873,0.836888356,1.038646392,1.170680965,1.187753048,0.855602369,0.920988048,1.032108572,1.044040592,1.039331568,0
pep1,1.176780539,0.703871995,1.037192527,1.058361378,1.394080578,0.936929068,0.997104261,1.015334579,0.91530594,1.012597947,1.182690525,1.07084411,0.78364692,1.065976547,0.857735705,0.716593935,0.721248624,1.087428498,0.843247134,0.997797746,0.820436742,0.914660735,0.907563486,1.033040394,1.047987631,1.332884909,0.774717202,0.803389299,0.866617142,1.098168739,0.612288073,1.376649084,1.106306215,0.816161714,0.674530553,0.838809707,1.050550893,0.946102383,1.056436738,1.211248504,1.055414067,0.883344178,1.034006007,0.785784434,0.991216221,1.120735533,1.06742277,1.099046568,0.82725528,1.1555261,0.889249774,0.0,0.683297873,1.18893189,0.948443993,0.995844576,0.845171775,1.054066599,0.994911882,0.988064815,1.289147068,0.954167439,0.856361903,0.977190705,1.185938493,1.179264796,1.468843098,0.880153269,1.270188152,1.138011212,0.914114287,0.870962397,0.976736428,1.284457266,1.108832169,1
pep2,1.311188987,0.0,0.781494163,1.145802582,0.740476693,0.681376011,0.805254039,0.879722325,0.791426095,0.991144716,0.989339519,0.792615427,0.740572642,1.400542898,0.884352466,0.655000943,0.599713712,1.014413685,0.914886852,0.841831037,1.203669303,0.849743557,0.973614891,1.245958668,1.024327765,1.185528076,1.084164806,0.909752416,1.002060692,0.620679883,0.894447289,0.562824319,0.837263375,0.576982509,1.042323951,0.965050803,1.160594488,0.980514358,1.452971714,1.19386233,0.951722691,0.781304495,0.764247725,0.764417311,1.211164553,1.243836613,0.992204628,0.95343417,1.129040356,1.171102119,0.951849881,0.0,1.340031976,1.221663258,1.401584959,1.174139045,1.108067491,0.94286406,1.044881128,0.770703145,0.919363026,0.821817671,1.274388849,0.942826126,1.130941503,1.056993131,1.272556875,0.94927039,1.449017685,0.977131566,1.236756402,0.991372318,0.996221136,1.042004862,0.811620203,1
pep3,1.13823076,0.897028562,0.866236329,0.917222048,0.670544173,0.0,0.918119587,0.862600379,1.046252459,0.898236347,1.182851278,1.214997833,0.92217454,1.018284498,0.820867098,0.837757778,0.811796687,0.868629003,0.8282821,0.993502572,0.992283338,1.02098284,0.987038916,1.332364815,1.219474081,1.000997711,0.757013599,1.080932502,0.928461894,1.048712678,1.241557665,1.050405867,0.721915697,1.062961112,0.856958705,0.907447572,0.87451338,1.126591372,1.106470009,0.95974411,0.987733822,1.063482005,1.863000494,1.033815131,1.077499186,1.028085305,1.119672078,0.997979964,1.169674396,0.996214652,0.966063518,1.337321887,0.869483039,0.904403494,1.002552377,1.138434538,1.099705266,0.955930713,1.069289679,0.96245161,1.058872959,1.001652548,1.071851787,1.101701833,1.271826715,1.309640131,1.109682375,0.860260366,1.002702348,1.073797982,1.025969677,0.921436131,0.85096328,1.137478613,0.976567245,1
pep4,1.03019109,1.030443674,0.763146518,0.951888795,1.003023723,0.805799234,0.885459169,0.773678548,0.992752778,0.96821933,1.074220875,1.073153464,0.841493744,0.935235243,0.934025754,0.882845895,0.838931472,0.979993637,0.964978239,1.134536265,1.120795931,1.137260045,1.226563107,1.022127827,1.046290899,1.111184377,0.980823036,0.976134443,1.018630508,0.977387649,1.004791812,0.973264941,1.174201688,0.634567838,1.10571253,0.914590134,0.859826737,0.980507306,0.938722847,0.89522616,1.238245123,0.938201892,0.753851908,0.786477763,1.087585976,1.041786887,1.138212093,1.019247396,1.203118928,1.005465775,0.959682473,1.306637134,1.15562704,1.165097731,1.065727734,1.007233864,1.204186339,1.15612978,0.975399763,0.965587841,1.121953204,0.999741344,1.122134142,1.073257898,0.724400356,0.958062534,1.453305938,0.811370657,1.037302304,1.017355444,0.970174429,0.965083887,1.125289015,0.939702825,1.024239576,1
pep5,0.979325039,0.520748176,0.440631886,0.804851487,0.807518038,0.885149183,0.780203969,0.816863417,0.735114473,0.791555486,1.0404174,0.935337021,0.693734909,0.808740455,0.685347544,0.788038816,0.572064763,0.984827691,0.674029225,1.526313075,1.216571033,0.847500894,1.441716173,0.867436595,1.144505381,1.100773466,0.887591644,0.935428317,1.097128744,0.751984055,0.763200407,0.66882536,0.791531773,0.801963217,0.913869446,0.894278771,0.822570003,1.135898669,1.182750057,0.690831225,0.887258473,0.992484689,1.149882353,0.733784161,1.148039836,1.011403093,1.016158779,0.93111844,0.85821334,1.013788643,0.976306346,1.367730936,1.107377597,1.036727623,1.215456512,1.249010714,0.909119688,0.918354801,1.083052579,0.841869005,1.179271328,0.844917339,1.176469612,1.052831269,0.0,0.788430084,1.096442247,1.000278037,1.091033262,1.045812157,1.022749868,0.80531508,1.253480656,1.138900762,0.907340011,0
pep6,1.043632763,0.482404712,0.387022817,1.046145288,0.877524031,0.589830037,0.729212237,0.715172827,0.9292725,0.732088991,1.09061578,1.171669531,1.049476337,0.928297688,0.920440917,0.840274563,0.712240445,0.852140513,0.630268835,1.180045496,1.097658001,0.804961474,0.986583755,0.963960438,0.943151649,1.242767221,0.930766505,0.80899052,1.070832133,0.969912618,0.59831196,0.852695467,0.852780234,0.493095855,0.996521273,1.119860136,1.174008549,1.114721182,1.175808508,1.000288073,0.827780813,0.860719122,0.729402961,0.866681898,0.883386147,0.958330105,0.916267504,0.838735526,0.961430695,1.017739324,0.86356409,1.09128199,1.00521776,1.029229124,0.945869467,1.111380862,0.796226578,1.140626542,0.832938309,0.695341499,1.148405169,0.836485247,0.979958743,1.136057111,1.025482191,0.889205879,0.933359823,1.375173423,1.280968984,1.248490267,1.128381792,1.063722364,0.741376193,0.847825382,1.134523372,0
pep7,1.143133842,0.490925669,0.464696828,0.950621831,0.962743672,0.841335344,0.592796145,0.917848895,1.060086688,0.688794038,1.15147528,0.859922587,0.890677839,1.033546224,1.009368642,0.830908021,0.741011444,0.878581179,0.715525463,1.435031734,1.372360774,0.764873205,0.917799581,1.028579133,1.050108439,1.241993006,1.029829824,0.964656432,1.127972359,0.922704767,0.773112868,0.531825999,0.693741193,0.582201993,0.957520568,0.983268858,1.042525599,1.110596985,1.010535394,0.719626933,0.733947977,0.751893087,0.721097964,0.624337275,1.042381853,1.045066852,0.818550101,0.747031969,0.555169436,0.905697675,0.857003608,1.111310466,0.963058444,0.766043105,1.043752157,0.877770118,0.906613659,0.843545038,0.912003593,0.669898318,0.979261819,0.754376632,1.012680036,0.839803457,0.989763638,0.999444953,0.786928179,0.903121797,1.222550634,0.747001541,1.154664963,0.990525385,0.893039673,0.975006112,1.088867275,1
pep10,1.000547173,0.74326696,0.717634634,0.955185543,0.862345271,1.113444098,0.845503561,0.820447081,0.848919213,0.963819653,1.073108578,0.903408365,0.887536752,1.008745217,0.857571243,0.783510488,0.897848223,0.993560558,0.778621768,1.078956643,0.883345738,0.915380471,0.848109205,1.225859558,0.99561425,1.074873153,0.961891404,1.021171309,1.029157891,1.020013643,0.97730903,0.945477397,0.859581926,0.812176161,0.772346,0.959273812,0.902701101,1.047801211,0.968495715,0.933064446,0.983177405,1.045269638,0.929623705,0.919769805,1.035078832,0.956891577,0.892458923,0.961609454,0.77210467,1.02783894,1.010358064,0.934732249,1.072756141,1.139305807,1.169622558,1.030364539,0.971576851,0.978280322,1.025803168,0.977224206,1.192957472,0.915233522,1.002240066,0.998302329,0.85503967,1.064552124,0.946594443,1.121501167,0.899915057,0.868169442,0.964403862,1.067971361,0.838472741,0.979360333,0.934115783,1
pep8,1.026323927,0.706233219,0.767453161,0.8504047,0.747567135,0.792198536,0.738448248,0.837492576,0.93615601,0.966419445,1.204313531,1.129371573,1.023712641,0.983286785,1.000554653,0.922109056,0.783035473,0.992131782,0.78600213,1.004932975,1.218587255,0.91299115,0.829333778,0.886315779,0.858440787,0.959032253,0.880028076,0.923828971,0.957053173,0.867287747,0.657754588,0.838637223,1.175255607,0.923536428,0.905975036,1.111347807,0.949811271,1.172526518,0.962498589,0.99943553,0.961268535,0.973123383,0.99501794,0.801169189,0.984720048,0.961611144,0.925043317,0.959905954,0.708584359,0.99235757,0.908414527,1.329831984,1.100264565,1.154188611,0.975947696,1.017204058,0.926460872,1.19673491,0.840947131,0.940429292,0.960377164,0.794580108,0.988018515,1.214267834,1.013611085,0.919332846,0.472861764,0.742056928,1.271883022,0.620325822,1.085431279,0.906613132,1.161816317,1.047734513,1.030054336,1
pep9,1.012257739,0.942982222,0.793406148,1.00684613,0.947415388,0.87608801,0.812391298,0.947909061,1.008567556,0.96922803,0.999990107,0.995963553,0.806756102,1.017580308,0.932787226,0.673410896,0.996181205,0.874411104,0.98866728,0.987027968,1.14767657,1.008597236,0.909307571,0.979585275,1.119846852,0.965492338,1.138436273,0.849246629,1.058251467,1.011011189,0.842308491,0.835366397,1.37174883,0.985670614,0.889645723,0.941954313,1.015601658,0.895421403,1.179048071,0.960898901,0.997803698,0.840816589,0.888734554,0.925373223,0.913902987,1.096726323,1.096182194,1.012247846,1.128572701,1.07928452,0.912131105,1.489270768,0.974689105,0.923041383,1.225279237,0.997417861,1.026078612,1.079482385,0.974465517,0.951155037,1.005876592,1.070865363,0.952964513,1.177148567,1.157312597,0.929577855,1.755320096,1.1561353,1.054462351,1.008280652,0.750054908,1.129334481,1.001028898,1.0947081,1.098289457,1
pep11,0.832327595,0.913139067,0.799969433,0.821032931,0.590218891,0.750037895,0.668600055,0.827073622,0.894327989,0.705871447,0.866499719,0.735666512,0.767293076,1.03217401,0.92572405,0.855613446,0.773175923,0.74482902,0.779795378,1.061583232,1.026561754,0.870222849,0.960535068,1.070991277,1.009717471,1.282443035,1.162866911,0.710296109,1.003315991,0.923779804,0.72066876,0.709176163,0.0,0.503737537,1.045786236,0.934257685,0.930168756,1.086976184,1.147548459,0.930594686,0.982214912,0.745663342,0.997989359,0.590434361,0.68677725,1.129158299,0.80478996,0.877543836,0.881409779,0.938965466,0.893598897,1.256218267,0.949490951,1.038174614,0.9435605,1.231832514,0.888377494,0.841196964,0.844644492,0.793608042,1.178658896,0.960630276,0.780306494,0.741228658,0.919831181,0.962677246,0.960016436,0.8979509,0.87370796,0.655007873,0.550885496,1.197184351,0.630301421,0.840570596,0.906597282,0
pep92,1.098404333,0.784247026,0.687842547,0.994258565,0.822641673,0.682559865,0.659711689,0.846287235,0.894061391,0.79678541,1.175863228,1.180588762,0.983943662,1.063971059,0.872951108,0.811258477,0.681092879,0.802264883,0.589311705,1.18732054,1.162609241,0.967075881,1.114490063,1.217830778,0.846210564,1.291862446,0.93913159,0.766538412,1.175037729,0.874558658,0.491884936,0.876035867,0.624900167,0.675007699,0.953934346,0.90148577,0.943031626,1.160638778,0.977178659,0.884812225,0.82964947,1.067482624,1.097484273,0.0,0.964757839,0.910085783,1.006707499,0.901398876,0.809272679,0.923488002,1.08514268,0.929897758,1.231020871,0.755047875,0.902359828,1.258441238,0.957456134,1.204050312,0.983695756,0.878205677,0.855766417,0.800434984,1.023442382,1.097977528,1.453851924,0.715641161,0.756596644,0.563534669,0.885622389,0.782215225,1.054796008,0.884738109,1.431877806,0.984076559,0.996553606,1
pep77,1.09435231,0.797797583,0.545080189,1.061334946,0.631170678,0.947119779,0.831851119,0.988509983,0.88301882,0.945078929,1.031969381,0.959553847,0.950724336,1.254234646,1.125131982,0.958298788,0.855912993,0.835761173,0.924158641,1.551014559,1.058028013,0.940880699,0.97167297,1.14433109,1.107280843,0.993350703,1.07183682,0.729240138,1.117607922,1.008372052,0.894835594,0.553613651,0.941416107,0.66728711,0.944392347,0.90454223,0.895364704,1.019215643,1.220782657,0.892278233,0.88176691,0.812672482,1.177812999,0.727756742,0.845892986,1.047826912,1.051683426,0.857429458,0.851179355,1.001898337,0.96992187,1.303723685,1.054220316,0.954643839,1.166478093,0.998780372,1.037065207,0.798589672,0.97709634,0.832292043,1.084513397,0.79892194,1.158286347,0.812094556,1.291434492,1.095215262,1.004474595,1.262524024,1.084340176,0.846858296,1.107819401,0.854873671,0.937476133,1.111491671,0.773921526,1
pep109,0.897728212,0.568135732,0.0,0.655840285,1.04373873,0.823046913,0.648457315,0.987753057,0.825206759,0.821570813,0.896205213,1.018891863,0.830656976,0.796314192,0.736376618,0.710512772,0.525047424,0.623711652,1.039056184,1.406800182,0.653507651,0.916739793,0.968070073,1.174726594,0.718448663,1.029224566,0.973359844,0.678764272,0.977427759,0.74587994,0.76769068,0.865258941,0.856762724,0.880545713,0.931123132,0.91628314,0.979163041,1.019168324,0.964039183,0.791752598,1.027348586,0.968050326,0.821625117,0.998194369,0.991058238,1.005466261,1.007060845,0.887435004,0.853605647,1.083692176,0.889185096,0.615440059,1.001736516,0.807940334,1.032329807,1.024359359,0.860944186,0.925060753,0.659789717,0.802687589,1.077706318,0.796015516,0.905908474,1.017376269,0.925524812,0.769221086,0.697139006,0.975221014,0.761285195,1.025529378,1.30611187,0.913543221,0.994210379,1.110693952,0.939451498,0
pep106,0.941220785,0.959447037,0.743518605,0.834744674,0.745786316,1.114080632,0.816119971,0.945059239,0.983562934,0.966954828,0.913776349,0.991150159,0.890014061,0.771661291,0.877193162,0.742255348,0.76504521,0.809655071,0.994756717,1.156927571,0.821900714,0.922279627,0.575524729,1.04807741,0.878450013,1.074616042,1.196260197,1.078104731,0.953976343,1.028871045,0.909962237,0.900778645,1.048501485,1.169976522,0.738318242,0.96874978,0.885579852,1.113081301,1.333350416,0.964778081,1.010804942,1.02207944,0.704709986,0.910509306,1.010820316,1.124875964,0.881856705,0.915134413,1.085536932,0.906058442,0.939283621,1.355643175,1.003252309,0.847481014,0.978837894,1.062321714,0.931807859,1.0177836,1.060407612,0.971239138,0.846536775,0.933176174,1.1467139,0.795617039,1.325714505,1.091435545,0.987533351,0.917284255,0.911080718,1.221679068,1.141259861,0.787601895,0.844520177,1.073988258,1.16012671,0
pep104,1.153923973,1.096827197,0.623642582,0.840191384,0.925370984,0.867538022,0.85548298,0.88011251,0.951017613,0.929832899,0.978366673,1.13700502,0.833874474,0.950245103,0.814496321,0.698061519,0.586839347,0.951252515,0.781727579,1.3005545,1.109158308,0.93590401,1.012549667,0.669826131,0.816834438,0.964394884,0.782736202,0.994057843,0.950044105,0.918595169,0.98076412,0.639440305,0.730480331,0.98607725,0.891473746,0.94281786,0.926408667,0.982667547,1.035491298,1.067508114,1.120214414,0.759219425,1.157445072,0.804150974,1.12461821,1.025353003,1.035523991,0.909326251,0.850367215,1.029106582,0.934401368,1.281871365,1.09473609,1.092664357,1.072292111,0.94581588,1.045015701,1.062962651,1.080394998,0.957965367,1.00559707,0.967500667,1.079431175,1.055796948,0.939653956,0.891932651,1.221923079,1.168150037,1.327483401,1.038495372,0.785837142,0.911584452,0.856339038,1.106815349,1.090930446,1
pep105,1.103734692,1.151894371,0.661502867,0.923402835,0.938172833,0.913604337,0.758648418,0.960653233,1.021426424,0.953620111,0.974083011,0.922784018,0.77193921,1.094955423,0.758480753,0.626180621,0.756748946,0.887664735,0.796676475,1.289424119,1.072302945,1.049143059,1.158082548,1.069436087,1.11905622,0.970446216,1.002634663,1.032305923,1.064814258,0.833862895,1.190666994,0.939718223,0.730560052,0.822349136,0.907370935,0.799266464,0.772902183,0.89898215,1.199723131,0.869598789,0.996500536,0.917503661,0.84934878,0.995474689,0.927914358,1.039731735,1.15991363,0.941707043,1.230421342,1.068055054,1.115405086,1.426700163,1.150780278,0.930024516,0.974720581,0.967735993,1.077460862,0.970624912,0.837584626,0.917808106,1.267407005,0.903584124,1.047220422,1.038258045,1.146478337,0.995000372,1.217736131,0.889542147,1.054000943,1.090619286,0.974648882,0.863368696,1.045934252,1.088119748,0.843323856,0
pep107,1.315315626,0.754960621,0.522976531,0.917091226,1.228373359,1.041133002,0.841882757,0.807308316,0.897276062,0.884748507,1.255881638,1.180788206,0.98301619,1.016586931,1.164335006,0.657135832,0.831814123,0.684534825,0.991756144,1.310133199,1.193301382,0.904845512,1.147502182,1.044822821,0.945102793,1.041918131,1.041650669,0.796903198,1.169859669,1.058981029,0.400341085,0.938206311,1.012063092,0.0,1.059242739,0.987281196,0.949290148,0.934458973,1.30301527,0.668234049,0.898806057,0.912135997,0.861574256,0.793518227,0.995926244,1.078620761,1.218250082,0.954855075,0.884343001,1.245551294,1.203300993,1.365123874,0.865934167,1.238715207,1.236031963,1.089885782,1.101697231,1.175881868,1.005221253,0.888858212,1.003883945,0.967333739,1.058451858,1.442241961,1.26127976,1.042524952,0.968136124,0.772932314,1.123232201,0.850047525,0.821058141,1.436495851,1.072434634,0.896214844,0.627896242,0
pep108,1.071077964,0.736136792,0.921404126,0.903596196,0.724213026,0.834249822,0.77464106,0.871387604,0.892049276,0.924451323,1.091898426,0.864396384,0.826358421,1.118282119,0.993520373,0.942741214,0.93629122,0.872252002,1.068943249,1.235026102,0.956161181,0.95393477,0.709983456,1.09158532,0.798896747,0.915695524,0.998663147,0.928979066,1.23831372,0.986081858,0.718096268,0.858528992,0.858475317,0.915538971,0.921367224,0.99619967,1.011348432,1.00806976,1.210805081,0.804303425,0.895863584,1.00220796,1.067715424,0.891329131,0.875498245,1.427977964,1.067877569,0.965497344,0.960635248,0.934575844,0.916271416,1.377702011,0.953759207,0.926201364,0.977394272,0.960441793,0.829610255,1.18466069,1.137951915,0.880474401,0.941838796,0.868910708,1.092975289,0.990956255,1.222915592,0.829738852,1.141765104,1.029506371,0.934591499,1.001531426,1.162374219,0.893075818,0.899980934,0.808613112,0.974307937,0
pep131,1.109739078,0.793549369,0.970760843,0.898120562,0.924618848,1.075919024,0.858419854,0.978800174,0.880782873,0.94109642,1.043032161,1.111327538,0.982047771,0.995257382,0.781233416,0.817832675,0.91145955,0.899535322,1.00912346,1.288005932,1.213734066,0.856009612,0.954462961,0.849622232,1.010278268,0.988643592,0.967619862,0.926944036,1.074810936,1.180731003,1.022554689,1.099672844,1.05394174,1.257350818,0.958120251,0.948790746,0.906113174,1.075812408,1.268359826,0.854427142,0.962722711,0.876755422,0.928322857,1.0813816,1.066533217,1.130105143,1.121132622,1.05807461,1.234518209,0.843613398,0.958541923,1.371609699,1.139948561,1.058150079,1.107955355,0.940641206,0.970383494,0.794847928,1.034705326,0.938617896,0.999458534,0.952603768,1.031727264,1.068969813,1.031942892,0.709357417,0.94114913,0.953544146,1.322278805,0.956675543,0.824888502,0.845797231,1.098703716,0.778081654,1.016865703,1
pep130,1.117630968,0.557052019,0.383500379,0.917414593,0.792849397,0.819942227,0.653189661,0.730066924,0.840918864,0.680319998,0.897700252,0.994344883,0.941702174,1.057902065,0.779534489,0.766655436,0.0,0.739261259,0.757299434,1.123246639,1.135222942,0.803766457,0.850613721,1.06058186,0.726154578,1.124693883,0.906441919,0.754567906,1.046274962,0.925417764,0.420307465,0.518892101,0.968218176,0.525354908,0.982862634,0.956019418,1.097242799,1.113701809,1.007340336,0.80162469,0.650559013,0.835110487,0.622276312,0.915174533,1.005150716,1.041712068,1.118886799,0.636913011,0.654819266,0.964457151,0.849866172,1.134168872,0.964565791,0.735253206,0.937935976,0.952674848,0.88085324,1.253662893,1.045496373,0.669787058,1.047980874,0.801971305,1.0215373,1.286548581,0.0,0.788314956,1.628195271,0.887237153,1.027101237,1.01506156,1.137478523,0.855532283,0.998674976,0.801062089,0.996635383,1
pep123,1.024601762,0.726567759,0.874767918,0.73488412,0.710824775,0.696149476,0.813543297,0.929271273,0.809902879,0.726436979,1.330150291,1.315592908,0.85047274,1.096018695,0.796698326,0.8245353,0.73650923,1.0007611,0.680745235,1.241562507,1.091224835,1.005660013,0.867557833,1.203792638,1.04877688,1.14807581,0.598220526,0.942445812,0.817455996,0.801865232,1.203222348,0.921456596,0.78493879,0.471498403,1.444902772,0.879782604,0.930836353,1.116152477,1.077968827,0.81611603,0.9169586,1.011292155,1.021473747,1.015054778,1.040213966,1.220135926,1.040036018,1.008063375,1.006095234,0.959438715,0.92868812,1.315940227,0.999811333,1.073929636,1.045138606,1.22662779,1.145361576,0.830070965,0.958744077,0.853637202,1.265023691,0.932973865,0.938595288,1.230658405,0.0,1.045016401,1.108059087,0.926664237,1.136119032,0.880850288,0.898990202,0.900469524,1.010739018,0.774716463,0.806481144,0
pep122,1.158855454,0.957618242,0.639922312,0.961712326,0.825597012,0.905297845,0.76340488,0.84386162,0.888954461,0.975697118,1.041564939,0.995066129,0.712584316,1.10175796,0.714512529,0.752263979,0.651138105,0.747658633,0.804821034,1.308239594,1.232638837,0.931794557,0.964856782,0.887577451,0.797195053,1.041904448,0.865086949,1.049293771,1.123866014,1.14400691,1.002361588,0.963727414,0.889847171,0.888952464,0.841232419,0.838639166,0.893122438,0.899288528,1.203361143,0.87925947,0.982808841,1.015682339,1.136078367,0.883510328,0.992411965,1.135798771,1.009730939,0.953206616,0.936594621,0.972204165,0.965536799,1.367783553,1.04465048,1.029732037,0.936954101,1.125683388,0.997088208,1.122717673,0.973183749,0.948739072,1.13264333,1.035244072,0.971559097,1.213117046,0.0,0.938324122,1.275137426,1.13255346,1.042094174,0.856555278,0.804600352,0.845499254,0.658361667,1.125323907,1.037940176,0
pep127,1.231967332,0.607688813,0.504268734,0.947351448,0.851344619,1.001582492,0.695191122,0.930207621,0.902747146,0.847786259,1.023108373,0.925270446,0.826384181,1.013323882,0.958555689,0.865355412,0.662489953,0.960652366,0.805870695,1.156876351,1.209902305,1.015700115,0.868034166,0.856070129,1.001941922,0.985529935,1.004577744,0.982116346,0.831926397,0.945363599,0.798818872,0.967867929,0.815852873,0.411353005,0.985096622,0.911701952,1.016848295,0.911693965,1.125346326,0.902086193,1.063674077,0.90149513,0.84350804,0.806598541,0.992698573,1.09170964,0.959604028,0.996775111,0.949828522,1.10641633,1.088594578,1.372225023,1.293220246,1.068206892,1.033332169,1.215383617,1.045982118,1.059350929,1.115162467,0.883445739,1.17232187,0.985358207,1.059111309,1.100575588,0.830465712,1.020113121,0.940588168,1.251346616,1.09292771,1.003319738,0.951710539,0.98865598,0.934822307,0.849648307,0.957472406,0
pep113,0.940604164,0.567864353,0.603501146,1.093857479,0.882333924,0.797993277,0.929927521,0.965683481,0.983376812,0.725329803,1.055521143,1.185391794,0.985814423,1.2180034,0.940758727,0.949033156,0.799083477,1.094518206,0.841990629,1.356331359,1.171969592,0.79832836,0.568848364,0.815516706,0.907197325,1.112486446,0.889627881,0.822131058,1.199550234,0.943943196,0.69813144,0.574042152,0.752193083,0.511328522,0.770813792,0.996537082,1.033652252,1.157266052,1.063789672,0.921326268,0.790923496,0.939141125,0.756678949,0.904626388,1.051665328,0.932133877,0.951571056,0.965978448,0.793779961,0.943310786,0.850032623,1.014270528,1.276808121,1.059826488,0.896678784,1.191114163,0.953723139,1.102126008,1.125592442,0.746086076,1.040599327,0.705419497,0.878262193,1.020541537,1.080165087,1.214853147,0.954701251,0.446512363,0.960640717,0.866334887,1.212127648,0.774972833,0.85986566,1.030727354,0.982169805,0
